flight_id,flight_number,aircraft_type,origin_airport,origin_city,origin_lat,origin_lon,destination_airport,destination_city,destination_lat,destination_lon,flight_date,seats_total,seats_sold,fare_avg,ingreso_vuelo,delay_minutes,delay_cause,status,is_cancelled
F719265,AC5752,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,24/06/2025,220,179,80.09,14336.11,2,Sin retraso,Completado,False
F719266,AC4620,Airbus A321,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2024-07-05,220,179,58.77,10519.83,5,Sin retraso,Completado,False
F719267,AC9055,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-07-25,220,205,106.64,21861.20,8,Sin retraso,Completado,False
F719268,AC4394,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2025-03-16,180,105,76.82,8066.10,2,Sin retraso,Completado,False
F719269,AC4975,,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2025-06-27,180,116,48.43,5617.88,43,Tecnica,Completado,False
F719270,AC1221,,MAD,Madrid,40.4983,-3.5676,LIS,lisboa,38.7813,-9.1359,2025-01-01,220,209,123.76,25865.84,1,Sin retraso,Completado,False
F719271,AC1768,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,12-31-23,180,124,146.96,18223.04,58,TECNICA,Completado,False
F719272,AC3555,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,22/07/2024,220,133,119.47,15889.51,8,Sin retraso,Completado,False
F719273,AC6145,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,04/02/2023,180,133,78.62,10456.46,2,Sin retraso,Completado,False
F719274,AC9895,Airbus A321,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,11/07/2023,220,139,80.82,11233.98,20,Trafico Aereo,Completado,False
F719275,AC7080,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,11/09/2024,220,160,141.66,22665.60,6,Sin retraso,Completado,False
F719276,AC1541,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,6-13-24,180,149,168.32,25079.68,2,Sin retraso,Completado,False
F719277,AC1584,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2024-08-05,220,157,165.90,26046.30,29,Operativa,Completado,False
F719278,AC2944,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2025-04-01,220,127,71.38,9065.26,6,Sin retraso,Completado,False
F719279,AC2566,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Muenchen,48.3538,11.7861,2023-03-22,220,136,130.63,17765.68,8,Sin retraso,Completado,False
F719280,AC6473,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,7-22-23,220,182,161.27,29351.14,5,Sin retraso,Completado,False
F719281,AC7113,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2024-04-05,180,117,93.99,10996.83,22,Trafico Aereo,Completado,False
F719282,AC6657,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,05/01/2025,220,134,145.86,19545.24,6,Sin retraso,Completado,False
F719283,AC5401,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,17/07/2023,220,122,112.90,13773.80,5,Sin retraso,Completado,True
F719284,AC7568,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2024-10-06,180,128,43.03,5507.84,11,Sin retraso,Completado,True
F719285,AC7946,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2024-11-17,220,136,146.81,19966.16,28,Meteorologia,Cancelado,True
F719286,AC2018,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2024-08-28,220,199,90.11,15216.29,5,Sin retraso,Completado,False
F719287,AC9026,Airbus A321,MAD,MADRID,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2024-05-05,220,164,130.51,21403.64,17,Tecnica,Completado,False
F719288,AC9954,Airbus A320,LIS,Lisboa,38.7813,-9.1359,SVQ,SEVILLA,37.4180,-5.8931,2024-10-17,180,111,52.69,5848.59,1,Sin retraso,Completado,False
F719289,AC6775,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,lyon,45.7256,5.0811,2023-08-18,180,174,75.88,13203.12,17,operativa,Completado,False
F719290,AC7357,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2023-01-07,180,159,56.08,8916.72,3,Sin retraso,Completado,False
F719291,AC7805,,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2024-09-12,220,187,87.28,16321.36,1,Sin retraso,Completado,False
F719292,AC6329,Airbus A321,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,11-11-23,220,189,52.11,9848.79,17,Operativa,Completado,False
F719293,AC6760,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2025-04-13,180,157,44.98,7061.86,6,Sin retraso,Completado,False
F719294,AC4124,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2023-10-05,220,163,73.38,11960.94,43,Tecnica,Cancelado,True
F719295,AC1771,,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,04/07/2023,220,132,46.66,6159.12,1,Sin retraso,Completado,False
F719296,AC8784,Airbus A321,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,12/10/2023,220,167,86.11,14380.37,3,Sin retraso,Completado,False
F719297,AC2126,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,9-10-25,220,153,135.73,20766.69,29,Meteorologia,Completado,False
F719298,AC6937,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,28/05/2023,220,142,127.14,24091.69,58,Meteorologia,Completado,False
F719299,AC4331,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-08-14,220,124,148.50,18414.00,8,Sin retraso,Completado,False
F719300,AC5033,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,barcelona,41.2974,2.0833,16/03/2023,220,169,158.57,26798.33,36,meteorologia,Completado,False
F719301,AC6508,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,napoles,40.8860,14.2908,19/10/2023,180,126,65.24,8220.24,93,Tecnica,Completado,False
F719302,AC8135,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Naples,40.8860,14.2908,2024-09-05,220,168,101.79,17100.72,9,Sin retraso,Completado,False
F719303,AC3377,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2025-09-09,180,106,60.80,6444.80,20,Meteorologia,Completado,False
F719304,AC5533,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2023-11-22,180,128,111.66,14292.48,9,Sin retraso,Completado,False
F719305,AC5582,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2025-08-25,220,181,133.47,24158.07,10,Sin retraso,Completado,False
F719306,AC4963,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2023-05-26,180,160,121.80,19488.00,8,Sin retraso,Completado,False
F719307,AC2489,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,03/03/2024,180,161,45.46,7319.06,5,Sin retraso,Completado,False
F719308,AC1103,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,NIZA,43.6584,7.2159,19/02/2023,220,181,113.58,20557.98,4,Sin retraso,Completado,False
F719309,AC4263,Airbus A321,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2025-01-06,220,132,48.46,6396.72,4,Sin retraso,Completado,False
F719310,AC9950,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,lyon,45.7256,5.0811,2024-08-06,180,100,146.92,14692.00,26,Tecnica,Completado,False
F719311,AC8632,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-12-25,220,151,144.05,21751.55,6,Sin retraso,Completado,False
F719312,AC9082,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2023-02-26,220,180,136.37,24546.60,9,Sin retraso,Completado,False
F719313,AC6175,,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2023-06-18,180,150,85.73,12859.50,86,Meteorologia,Completado,False
F719314,AC8418,Airbus A321,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,17/06/2024,220,178,47.23,8406.94,3,Sin retraso,Completado,False
F719315,AC9537,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2023-10-19,220,210,126.49,26562.90,6,Sin retraso,Completado,False
F719316,AC6894,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2024-02-02,180,111,118.32,13133.52,0,Sin retraso,Completado,False
F719317,AC4583,Airbus A320,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2023-05-09,180,124,59.04,7320.96,1,Sin retraso,Completado,False
F719318,AC7768,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2024-01-26,220,209,169.97,35523.73,14,Sin retraso,Completado,False
F719319,AC2307,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2025-01-22,220,135,134.31,18131.85,1,Sin retraso,Completado,False
F719320,AC1770,Airbus A320,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2024-01-13,180,135,174.96,23619.60,23,Tecnica,Completado,False
F719321,AC7416,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,8-4-23,220,162,178.23,28873.26,22,Operativa,Completado,False
F719322,AC4632,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,19/08/2025,220,193,170.50,32906.50,1,Sin retraso,Completado,False
F719323,AC7408,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2025-05-13,220,155,165.92,25717.60,9,Sin retraso,Completado,False
F719324,AC3196,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2023-02-23,220,165,41.32,6817.80,2,Sin retraso,Completado,False
F719325,AC2216,Airbus A320,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2023-06-06,180,125,90.16,11270.00,51,Meteorologia,Completado,False
F719326,AC2636,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2024-07-16,220,135,62.65,8457.75,9,Sin retraso,Completado,False
F719327,AC8757,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,12/01/2024,220,122,157.29,19189.38,4,Sin retraso,Completado,False
F719328,AC3256,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,NIZA,43.6584,7.2159,2023-08-25,220,133,157.76,20982.08,3,Sin retraso,Completado,False
F719329,AC9254,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,03/07/2024,180,160,179.54,28726.40,4,Sin retraso,Completado,False
F719330,AC7921,Airbus A321,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2025-05-19,220,125,49.63,6203.75,9,Sin retraso,Completado,False
F719331,AC7302,Airbus A321,LIS,Lisbon,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,2023-05-17,220,212,159.83,33883.96,13,Sin retraso,Completado,False
F719332,AC4642,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,15/12/2024,180,107,75.83,8113.81,49,Meteorologia,Completado,False
F719333,AC3742,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,14/06/2024,220,134,125.16,16771.44,1,Sin retraso,Completado,False
F719334,AC9856,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,23/12/2024,220,213,68.69,14630.97,6,Sin retraso,Desviado,False
F719335,AC1847,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2024-10-23,220,175,97.54,17069.50,54,Operativa,Desviado,False
F719336,AC9158,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2024-08-17,220,168,158.20,26577.60,19,Meteorologia,Completado,False
F719337,AC2174,Airbus A320,MAD,madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2024-01-31,180,141,51.08,7202.28,11,Sin retraso,Completado,False
F719338,AC2855,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,15/09/2025,220,143,107.03,15305.29,23,operativa,Completado,False
F719339,AC2477,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,04/09/2025,220,131,156.93,20557.83,4,Sin retraso,Completado,False
F719340,AC6295,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2023-12-30,220,127,109.48,13903.96,20,Meteorologia,Completado,False
F719341,AC1733,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2023-04-28,220,200,118.49,23698.00,87,Trafico Aereo,Completado,False
F719342,AC3536,Airbus A320,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,10-6-24,180,136,66.30,7971.26,22,Operativa,Cancelado,True
F719343,AC2824,Airbus A321,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,2024-08-26,220,164,123.03,20176.92,5,Sin retraso,Completado,False
F719344,AC4174,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,02/08/2024,180,132,70.32,9282.24,13,Sin retraso,Completado,False
F719345,AC5513,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2024-04-11,180,105,102.68,10781.40,2,Sin retraso,Desviado,False
F719346,AC9105,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2024-05-14,220,204,40.89,8341.56,4,Sin retraso,Completado,False
F719347,AC7955,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,27/05/2024,180,104,165.75,23481.34,8,Sin retraso,Completado,False
F719348,AC4653,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2023-02-14,220,150,155.84,23376.00,17,Meteorologia,Completado,False
F719349,AC2477,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,05/07/2023,180,158,154.71,24444.18,9,Sin retraso,Completado,False
F719350,AC9883,Airbus A321,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2023-06-02,220,149,41.66,6207.34,4,Sin retraso,Completado,False
F719351,AC4558,Airbus A320,LIS,Lisbon,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,03/02/2024,180,111,44.75,4967.25,15,Tecnica,Completado,False
F719352,AC1238,Airbus A320,LIS,LISBOA,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,2025-09-18,180,106,115.80,12274.80,4,Sin retraso,Completado,False
F719353,AC5244,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-11-09,220,164,137.23,22505.72,79,Trafico Aereo,Completado,False
F719354,AC8332,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-09-01,220,135,79.34,10710.90,3,Sin retraso,Completado,False
F719355,AC2637,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,21/08/2024,180,-3,37.04,-111.12,68,Trafico Aereo,Cancelado,True
F719356,AC4902,Airbus A320,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2024-10-04,180,124,97.02,12030.48,13,Sin retraso,Completado,False
F719357,AC6687,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,London,51.1537,-0.1821,02/05/2024,220,131,141.87,18584.97,13,Sin retraso,Completado,False
F719358,AC3808,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,6-3-25,220,208,119.77,24912.16,44,Trafico Aereo,Completado,False
F719359,AC4476,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2023-07-04,180,136,170.31,23162.16,23,Meteorologia,Completado,False
F719360,AC5898,Airbus A321,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,2024-09-12,220,175,46.67,8474.04,8,Sin retraso,Completado,False
F719361,AC6808,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2024-04-26,220,153,75.84,11603.52,5,Sin retraso,Cancelado,True
F719362,AC8754,,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2025-02-01,180,101,93.26,9419.26,46,Trafico Aereo,Completado,False
F719363,AC1338,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2025-07-06,180,105,42.62,4475.10,7,Sin retraso,Completado,False
F719364,AC7670,Airbus A320,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2025-04-26,180,103,41.81,4306.43,22,Tecnica,Completado,False
F719365,AC4269,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2024-10-03,180,138,121.67,16790.46,7,Sin retraso,Completado,False
F719366,AC8073,,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,9-17-23,220,159,163.91,26061.69,3,Sin retraso,Cancelado,True
F719367,AC8518,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-12-30,220,130,159.40,20722.00,47,Trafico Aereo,Completado,False
F719368,AC9370,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2024-01-22,220,150,131.81,19771.50,3,Sin retraso,Completado,False
F719369,AC4768,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,5-6-24,220,196,140.33,27504.68,4,Sin retraso,Completado,False
F719370,AC1071,Airbus A320,LIS,Lisbon,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2024-08-09,180,114,53.61,6111.54,0,Sin retraso,Completado,False
F719371,AC6502,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-04-14,180,154,169.19,26055.26,5,Sin retraso,Completado,False
F719372,AC2333,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2025-02-14,220,172,98.51,16943.72,7,Sin retraso,Completado,False
F719373,AC3416,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2023-12-14,180,171,156.32,26730.72,3,Sin retraso,Completado,False
F719374,AC4528,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2025-04-14,220,206,93.92,19347.52,27,Operativa,Completado,False
F719375,AC2760,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2025-08-31,180,149,36.58,5450.42,0,Sin retraso,Completado,False
F719376,AC7618,Airbus A320,MAD,Madrid,40.4983,-3.5676,ORY,Paris,48.7233,2.3794,2023-03-03,180,156,128.42,20033.52,0,Sin retraso,Completado,False
F719377,AC4047,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2023-04-13,180,166,150.28,24946.48,10,Sin retraso,Completado,False
F719378,AC1049,,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,2024-09-25,180,158,110.08,17392.64,14,Sin retraso,Completado,False
F719379,AC7730,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,25/08/2025,180,151,134.62,20327.62,2,Sin retraso,Completado,False
F719380,AC5524,Airbus A321,BCN,Barcelona,41.2974,2.0833,ORY,Paris,48.7233,2.3794,7-13-25,220,160,120.69,19310.40,28,Tecnica,Completado,False
F719381,AC2204,Airbus A320,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2025-04-08,180,100,165.01,16501.00,25,Operativa,Completado,False
F719382,AC9938,Airbus A321,BCN,barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2024-01-04,220,207,87.34,18079.38,7,Sin retraso,Completado,False
F719383,AC1393,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,8-11-23,220,181,47.51,8599.31,131,Trafico Aereo,Completado,False
F719384,AC8492,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2024-05-30,180,151,118.93,17958.43,0,Sin retraso,Completado,False
F719385,AC7375,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2024-09-21,220,166,112.94,18748.04,3,Sin retraso,Completado,False
F719386,AC2321,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-04-14,220,197,61.82,12178.54,9,Sin retraso,Completado,False
F719387,AC3950,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2023-06-06,180,148,125.06,18508.88,4,Sin retraso,Completado,False
F719388,AC7368,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-11-04,220,182,73.42,13362.44,0,Sin retraso,Cancelado,False
F719389,AC4372,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2023-11-04,220,174,87.52,15228.48,8,Sin retraso,Completado,False
F719390,AC5757,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2024-01-24,220,178,100.51,17890.78,6,Sin retraso,Completado,False
F719391,AC6524,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2025-06-21,220,130,131.21,17057.30,3,Sin retraso,Completado,False
F719392,AC5425,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-05-06,220,150,105.32,15798.00,3,Sin retraso,Completado,False
F719393,AC4830,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,8-22-23,220,192,117.91,22638.72,26,Tecnica,Completado,False
F719394,AC8783,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2025-07-11,220,174,132.39,23035.86,47,Trafico Aereo,Completado,False
F719395,AC5537,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2023-07-11,180,148,98.38,14560.24,6,Sin retraso,Completado,False
F719396,AC6130,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,19/11/2024,180,140,159.22,22290.80,8,Sin retraso,Completado,False
F719397,AC2576,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,08/09/2023,220,122,133.68,16308.96,56,Trafico Aereo,Completado,False
F719398,AC5110,Airbus A320,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2024-07-29,180,156,131.05,20443.80,3,Sin retraso,Completado,False
F719399,AC3546,Airbus A320,MAD,Madrid,40.4983,-3.5676,ORY,Paris,48.7233,2.3794,12/05/2023,180,100,58.85,5885.00,28,Trafico Aereo,Completado,False
F719400,AC2073,,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2023-07-18,180,106,118.70,12582.20,23,Trafico Aereo,Cancelado,True
F719401,AC5699,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2023-12-19,220,133,89.10,11850.30,2,Sin retraso,Completado,False
F719402,AC8630,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,12-7-23,220,144,174.62,25145.28,29,Operativa,Completado,False
F719403,AC4565,Airbus A320,LIS,Lisbon,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2023-11-03,180,173,43.88,7591.24,0,Sin retraso,Completado,True
F719404,AC5229,Airbus A320,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2024-06-30,180,107,175.04,18729.28,2,Sin retraso,Completado,False
F719405,AC8896,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,02/07/2024,220,133,73.76,9810.08,0,Sin retraso,Completado,False
F719406,AC5973,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2023-06-02,220,201,53.68,10789.68,27,Operativa,Completado,False
F719407,AC6588,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,09/07/2023,220,178,59.37,10567.86,1,Sin retraso,Completado,False
F719408,AC2186,Airbus A320,BCN,barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,01/02/2023,180,140,71.10,9954.00,197,Tecnica,Cancelado,True
F719409,AC1394,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2025-06-19,220,178,59.91,10663.98,20,Operativa,Completado,False
F719410,AC8677,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,2025-01-07,220,197,96.54,19018.38,16,Meteorologia,Completado,False
F719411,AC8889,Airbus A320,BCN,Barcelona,41.2974,2.0833,MUC,Muenchen,48.3538,11.7861,09/07/2023,180,109,62.66,6829.94,9,Sin retraso,Cancelado,True
F719412,AC2462,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2025-08-02,220,158,41.18,6506.44,2,Sin retraso,Completado,False
F719413,AC1572,Airbus A320,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,27/07/2025,180,102,90.52,9233.04,3,Sin retraso,Completado,False
F719414,AC3967,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2023-03-26,180,112,137.80,15433.60,202,Meteorologia,Completado,False
F719415,AC7751,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,9-21-24,180,105,44.92,4716.60,64,Trafico Aereo,Completado,False
F719416,AC9370,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2023-06-08,220,132,73.01,9637.32,26,Operativa,Completado,False
F719417,AC3379,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2024-06-01,220,149,155.67,23194.83,71,Operativa,Cancelado,True
F719418,AC8512,Airbus A320,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2025-03-03,180,104,102.76,10687.04,1,Sin retraso,Completado,False
